id;nombre;nombreCompleto;edad;nacionalidad;puntuacion;potencial;equipo;precio;salarioSemana;posicion;foto
201925;K. Kraus;Kevin Kraus;27;Germany;65;65;1. FC Kaiserslautern;500000;2000;RB;https://cdn.sofifa.com/players/201/925/21_60.png
259012;T. Dzvukamanja;Terrence Dzvukamanja;26;Zimbabwe;65;68;Orlando Pirates;675000;500;GK;https://cdn.sofifa.com/players/259/012/21_60.png
251149;A. Leguizamón;Aníbal Leguizamón;28;Argentina;65;66;Emelec;525000;500;GK;https://cdn.sofifa.com/players/251/149/21_60.png
211723;T. Knipping;Tim Knipping;27;Germany;65;67;SG Dynamo Dresden;575000;2000;GK;https://cdn.sofifa.com/players/211/723/21_60.png
235021;L. Canotto;Luigi Canotto;26;Italy;65;66;Chievo Verona;625000;1000;RM;https://cdn.sofifa.com/players/235/021/21_60.png
230157;E. Sabo;Erik Sabo;27;Slovakia;65;65;Fatih Karagümrük S.K.;550000;4000;CB;https://cdn.sofifa.com/players/230/157/21_60.png
222477;L. Reed;Louis Reed;22;England;65;74;Peterborough United;775000;3000;RW;https://cdn.sofifa.com/players/222/477/21_60.png
222221;A. Buzbuchi;Alexandru Buzbuchi;26;Romania;65;68;Gaz Metan Mediaş;500000;2000;CB;https://cdn.sofifa.com/players/222/221/21_60.png
212237;D. Wein;Daniel Wein;26;Germany;65;70;TSV 1860 München;650000;750;LWB;https://cdn.sofifa.com/players/212/237/21_60.png
248588;C. Itu;Cătălin Itu;20;Romania;65;78;CFR Cluj;1000000;3000;ST;https://cdn.sofifa.com/players/248/588/21_60.png
244491;C. Kobald;Christoph Kobald;22;Austria;65;74;Karlsruher SC;750000;3000;CAM;https://cdn.sofifa.com/players/244/491/21_60.png
244235;H. Gong;Hilary Gong;21;Nigeria;65;75;Vitesse;875000;4000;RB;https://cdn.sofifa.com/players/244/235/21_60.png
223499;M. Asenjo;Mauricio Asenjo;25;Argentina;65;68;Club Atlético Banfield;700000;4000;CAM;https://cdn.sofifa.com/players/223/499/21_60.png
237935;K. Klaesson;Kristoffer Klaesson;19;Norway;65;78;Vålerenga Fotball;825000;500;LB;https://cdn.sofifa.com/players/237/935/21_60.png
219759;S. Molina;Salvatore Molina;28;Italy;65;65;Crotone;550000;4000;CM;https://cdn.sofifa.com/players/219/759/21_60.png
257502;G. Smal;Gijs Smal;22;Netherlands;65;73;FC Twente;700000;2000;CDM;https://cdn.sofifa.com/players/257/502/21_60.png
246674;Bruno Paz;Bruno Lourenço Pinto Almeida Paz;22;Portugal;65;76;Sporting CP;900000;3000;RB;https://cdn.sofifa.com/players/246/674/21_60.png
240530;A. Yamga;Arthur Kevin Yamga;23;France;65;70;Vejle Boldklub;725000;3000;GK;https://cdn.sofifa.com/players/240/530/21_60.png
204946;Y. Otsu;Yuki Otsu;30;Japan;65;65;Yokohama F. Marinos;500000;3000;CDM;https://cdn.sofifa.com/players/204/946/21_60.png
252049;Han Seok Hee;SeokHee Han;24;Korea Republic;65;71;Suwon Samsung Bluewings;750000;2000;CB;https://cdn.sofifa.com/players/252/049/21_60.png
226705;D. Atanga;David Atanga;23;Ghana;65;73;Holstein Kiel;800000;4000;CDM;https://cdn.sofifa.com/players/226/705/21_60.png
201873;J. Bendik;Joe Bendik;31;United States;65;65;Philadelphia Union;350000;2000;LM;https://cdn.sofifa.com/players/201/873/21_60.png
182160;E. Knudtzon;Erling Knudtzon;31;Norway;65;65;Molde FK;475000;2000;RM;https://cdn.sofifa.com/players/182/160/21_60.png
246416;L. Dajaku;Leon Dajaku;19;Germany;65;82;Bayern München II;1200000;1000;RW;https://cdn.sofifa.com/players/246/416/21_60.png
237712;V. Castellanos;Valentin Castellanos;21;Argentina;65;76;New York City FC;950000;2000;CB;https://cdn.sofifa.com/players/237/712/21_60.png
223120;José León;José León Bernal;25;Spain;65;72;AD Alcorcón;675000;3000;CAM;https://cdn.sofifa.com/players/223/120/21_60.png
189839;N. Crovetto;Nicolás Crovetto;34;Chile;65;65;Audax Italiano;190000;2000;CAM;https://cdn.sofifa.com/players/189/839/21_60.png
239247;Dani Morer;Daniel Morer Cabrera;22;Spain;65;76;Famalicão;850000;2000;CB;https://cdn.sofifa.com/players/239/247/21_60.png
205455;A. Weis;André Weis;30;Germany;65;65;Viktoria Köln;375000;1000;CAM;https://cdn.sofifa.com/players/205/455/21_60.png
251790;H. Rafia;Hamza Rafia;21;Tunisia;65;74;Juventus;850000;11000;CB;https://cdn.sofifa.com/players/251/790/21_60.png
245902;T. Parrott;Troy Parrott;18;Republic of Ireland;65;85;Millwall;1100000;2000;CAM;https://cdn.sofifa.com/players/245/902/21_60.png
244366;Guilherme Oliveira;Guilherme Mata Oliveira;25;Portugal;65;70;Os Belenenses;525000;2000;LB;https://cdn.sofifa.com/players/244/366/21_60.png
237198;A. Leautey;Antoine Leautey;24;France;65;70;Gil Vicente FC;725000;3000;RM;https://cdn.sofifa.com/players/237/198/21_60.png
169449;K. Finnbogason;Kjartan Finnbogason;33;Iceland;65;65;AC Horsens;350000;4000;RWB;https://cdn.sofifa.com/players/169/449/21_60.png
225769;G. Dobson;George Dobson;22;England;65;72;Sunderland;750000;3000;CDM;https://cdn.sofifa.com/players/225/769/21_60.png
259048;J. Fortelný;Jan Fortelný;21;Czech Republic;65;74;Sparta Praha;825000;500;ST;https://cdn.sofifa.com/players/259/048/21_60.png
248808;A. Hickey;Aaron Hickey;18;Scotland;65;82;Bologna;1000000;2000;RB;https://cdn.sofifa.com/players/248/808/21_60.png
244456;M. Erlić;Martin Erlić;22;Croatia;65;74;Spezia;750000;500;ST;https://cdn.sofifa.com/players/244/456/21_60.png
243602;S. Mbakata;Salem Mbakata;22;France;65;74;FC Sochaux-Montbéliard;750000;2000;ST;https://cdn.sofifa.com/players/243/602/21_60.png
257170;O. Syrota;Oleksandr Syrota;20;Ukraine;65;79;Dynamo Kyiv;1100000;500;GK;https://cdn.sofifa.com/players/257/170/21_60.png
234984;M. Janković;Marko Janković;24;Montenegro;65;69;SPAL;700000;7000;RB;https://cdn.sofifa.com/players/234/984/21_60.png
229267;P. Hercher;Philipp Hercher;24;Germany;65;70;1. FC Kaiserslautern;650000;1000;CB;https://cdn.sofifa.com/players/229/267/21_60.png
258455;A. Cabrera;Alejandro Cabrera;27;Argentina;65;66;Club Atlético Banfield;550000;4000;LW;https://cdn.sofifa.com/players/258/455/21_60.png
189591;T. Reifeltshammer;Thomas Reifeltshammer;31;Austria;65;65;SV Ried;400000;3000;RB;https://cdn.sofifa.com/players/189/591/21_60.png
53655;J. Bothroyd;Jay Bothroyd;38;England;65;65;Hokkaido Consadole Sapporo;190000;2000;RB;https://cdn.sofifa.com/players/053/655/21_60.png
236695;Luis Muñoz;José Luis Muñoz León;23;Spain;65;73;Málaga CF;725000;2000;CAM;https://cdn.sofifa.com/players/236/695/21_60.png
231575;L. Vaca;Leonardo Vaca;24;Bolivia;65;71;Club Bolívar;750000;500;CB;https://cdn.sofifa.com/players/231/575/21_60.png
211607;F. Loshaj;Florian Loshaj;23;Kosovo;65;71;Cracovia;725000;3000;LM;https://cdn.sofifa.com/players/211/607/21_60.png
234134;Flavio;Flavio Medeiros da Silva;24;Brazil;65;72;Trabzonspor;700000;6000;CF;https://cdn.sofifa.com/players/234/134/21_60.png
233366;V. Henry;Valentin Henry;26;France;65;66;Rodez Aveyron Football;550000;2000;ST;https://cdn.sofifa.com/players/233/366/21_60.png
230038;A. Maisonnial;Anthony Maisonnial;22;France;65;73;Paris FC;625000;2000;CDM;https://cdn.sofifa.com/players/230/038/21_60.png
226710;G. Scamacca;Gianluca Scamacca;21;Italy;65;78;Genoa;1100000;4000;CAM;https://cdn.sofifa.com/players/226/710/21_60.png
225686;O. Islas;Omar Islas;24;Mexico;65;71;Querétaro;750000;3000;CB;https://cdn.sofifa.com/players/225/686/21_60.png
221846;Wang Tong;Tong Wang;27;China PR;65;65;Shandong Luneng TaiShan FC;475000;4000;GK;https://cdn.sofifa.com/players/221/846/21_60.png
204438;C. Diop;Clément Diop;26;Senegal;65;68;Montreal Impact;500000;2000;LWB;https://cdn.sofifa.com/players/204/438/21_60.png
199830;S. Galindo;Samuel Galindo;28;Bolivia;65;65;Always Ready;550000;500;RB;https://cdn.sofifa.com/players/199/830/21_60.png
189077;S. Sararer;Sercan Sararer;30;Turkey;65;65;Türkgücü München;500000;2000;CB;https://cdn.sofifa.com/players/189/077/21_60.png
234901;N. Shipnoski;Nicklas Shipnoski;22;Germany;65;75;1. FC Saarbrücken;875000;2000;LB;https://cdn.sofifa.com/players/234/901/21_60.png
233109;F. Stokkers;Finn Stokkers;24;Netherlands;65;69;RKC Waalwijk;725000;2000;RWB;https://cdn.sofifa.com/players/233/109/21_60.png
140181;H. Sogahata;Hitoshi Sogahata;40;Japan;65;65;Kashima Antlers;50000;1000;ST;https://cdn.sofifa.com/players/140/181/21_60.png
253844;Y. Yustiz;Yhonathan Yustiz;28;Venezuela;65;67;Aragua FC;475000;500;RM;https://cdn.sofifa.com/players/253/844/21_60.png
252052;A. Lozano;Adrián Lozano;21;Mexico;65;75;Santos Laguna;875000;5000;CAM;https://cdn.sofifa.com/players/252/052/21_60.png
172520;P. Kanstrup;Pierre Kanstrup;31;Denmark;65;65;SønderjyskE;400000;3000;RB;https://cdn.sofifa.com/players/172/520/21_60.png
230888;A. O'Neill;Aiden O'Neill;21;Australia;65;72;Melbourne City FC;750000;3000;CB;https://cdn.sofifa.com/players/230/888/21_60.png
248174;N. Boujellab;Nassim Boujellab;21;Morocco;65;77;FC Schalke 04;975000;5000;CB;https://cdn.sofifa.com/players/248/174/21_60.png
190178;N. Gunnarsson;Niklas Gunnarsson;29;Norway;65;65;Strømsgodset IF;450000;2000;RM;https://cdn.sofifa.com/players/190/178/21_60.png
227810;S. Aasmundsen;Stian Aasmundsen;30;Norway;65;65;Mjøndalen IF;500000;1000;CB;https://cdn.sofifa.com/players/227/810/21_60.png
138722;B. Jones;Billy Jones;33;England;65;65;Rotherham United;240000;10000;CM;https://cdn.sofifa.com/players/138/722/21_60.png
202978;Min Sang Gi;Sang Gi Min;28;Korea Republic;65;66;Suwon Samsung Bluewings;525000;2000;CB;https://cdn.sofifa.com/players/202/978/21_60.png
188385;M. Martin;Marvin Martin;32;France;65;65;FC Chambly Oise;425000;2000;RB;https://cdn.sofifa.com/players/188/385/21_60.png
251873;Y. Demir;Yusuf Demir;17;Austria;65;86;SK Rapid Wien;1200000;950;RM;https://cdn.sofifa.com/players/251/873/21_60.png
202465;R. Towell;Richie Towell;28;Republic of Ireland;65;65;Salford City;525000;5000;CM;https://cdn.sofifa.com/players/202/465/21_60.png
254176;A. Deneumostier;Alec Deneumostier;21;Peru;65;74;Melgar FBC;775000;500;CB;https://cdn.sofifa.com/players/254/176/21_60.png
234464;V. Ramis;Victorio Ramis;25;Argentina;65;66;Godoy Cruz;650000;3000;LWB;https://cdn.sofifa.com/players/234/464/21_60.png
232928;Y. Matsushita;Yoshiki Matsushita;26;Japan;65;69;Vegalta Sendai;625000;2000;CB;https://cdn.sofifa.com/players/232/928/21_60.png
229856;J. Parraguez;Javier Parraguez;30;Chile;65;65;Colo-Colo;525000;3000;ST;https://cdn.sofifa.com/players/229/856/21_60.png
221664;W. Cartagena;Wilder Cartagena;25;Peru;65;70;Godoy Cruz;650000;3000;ST;https://cdn.sofifa.com/players/221/664/21_60.png
208096;T. Eisfeld;Thomas Eisfeld;27;Germany;65;66;VfL Bochum 1848;625000;5000;CB;https://cdn.sofifa.com/players/208/096/21_60.png
258783;Guilherme Mantuan;Guilherme Mantuan;22;Brazil;65;72;Gil Vicente FC;700000;2000;CB;https://cdn.sofifa.com/players/258/783/21_60.png
258015;F. Ioannidis;Fotis Ioannidis;20;Greece;65;78;Panathinaikos FC;1100000;500;LB;https://cdn.sofifa.com/players/258/015/21_60.png
250847;S. Sonnenberg;Sven Sonnenberg;21;Germany;65;73;FC Hansa Rostock;725000;1000;ST;https://cdn.sofifa.com/players/250/847/21_60.png
245983;Cho Jae Wan;Jae Wan Cho;24;Korea Republic;65;68;Gangwon FC;675000;2000;RM;https://cdn.sofifa.com/players/245/983/21_60.png
244703;I. Akdağ;İbrahim Akdağ;28;Turkey;65;65;BB Erzurumspor;475000;4000;CDM;https://cdn.sofifa.com/players/244/703/21_60.png
178143;E. Birniçan;Eray Birniçan;31;Turkey;65;65;Atiker Konyaspor;350000;3000;LB;https://cdn.sofifa.com/players/178/143/21_60.png
238014;R. Janssen;Roel Janssen;30;Netherlands;65;65;Fortuna Sittard;450000;3000;CB;https://cdn.sofifa.com/players/238/014/21_60.png
205535;T. Kløve;Troels Kløve;29;Denmark;65;65;Odense Boldklub;525000;4000;LB;https://cdn.sofifa.com/players/205/535/21_60.png
243170;F. Apaolaza;Francisco Apaolaza;23;Argentina;65;74;Estudiantes de La Plata;850000;4000;CDM;https://cdn.sofifa.com/players/243/170/21_60.png
206563;J. Holt;Jason Holt;27;Scotland;65;66;Livingston FC;600000;2000;RM;https://cdn.sofifa.com/players/206/563/21_60.png
224488;F. Soyalp;Furkan Soyalp;25;Turkey;65;68;Gazişehir Gaziantep F.K.;675000;4000;CDM;https://cdn.sofifa.com/players/224/488/21_60.png
212451;Luís Rocha;Luís Augusto Martins Rocha;27;Portugal;65;66;Legia Warszawa;525000;3000;LW;https://cdn.sofifa.com/players/212/451/21_60.png
259047;M. Polidar;Matěj Polidar;20;Czech Republic;65;78;Sparta Praha;1000000;500;RM;https://cdn.sofifa.com/players/259/047/21_60.png
226791;T. Moore;Taylor Moore;23;England;65;75;Bristol City;800000;8000;ST;https://cdn.sofifa.com/players/226/791/21_60.png
225511;C. Trueman;Connal Trueman;24;England;65;72;AFC Wimbledon;575000;2000;ST;https://cdn.sofifa.com/players/225/511/21_60.png
258022;M. Sidibé;Moussa Sidibé;25;Mali;65;68;SD Ponferradina;675000;3000;CAM;https://cdn.sofifa.com/players/258/022/21_60.png
190694;M. Benítez;Milton Benítez;34;Paraguay;65;65;Sport Huancayo;275000;500;CDM;https://cdn.sofifa.com/players/190/694/21_60.png
248550;Dani Vivian;Daniel Vivian Moreno;20;Spain;65;78;CD Mirandés;975000;2000;CDM;https://cdn.sofifa.com/players/248/550/21_60.png
111590;L. Feeney;Liam Feeney;33;England;65;65;Tranmere Rovers;240000;3000;CAM;https://cdn.sofifa.com/players/111/590/21_60.png
234982;M. Christensen;Magnus Christensen;22;Denmark;65;72;Aalborg BK;700000;3000;CM;https://cdn.sofifa.com/players/234/982/21_60.png
222438;Zou Dehai;Dehai Zou;27;China PR;65;69;Beijing Sinobo Guoan FC;500000;4000;RWB;https://cdn.sofifa.com/players/222/438/21_60.png
152038;J. Absalonsen;Johan Absalonsen;34;Denmark;65;65;SønderjyskE;275000;4000;CAM;https://cdn.sofifa.com/players/152/038/21_60.png
201958;E. Ebanks-Landell;Ethan Ebanks-Landell;27;England;65;66;Shrewsbury;550000;3000;CB;https://cdn.sofifa.com/players/201/958/21_60.png
248805;Sergio Camello;Sergio Camello Pérez;19;Spain;65;81;Atlético Madrid;1200000;7000;ST;https://cdn.sofifa.com/players/248/805/21_60.png
181733;A. Lukse;Andreas Lukse;32;Austria;65;65;1. FC Nürnberg;325000;3000;CAM;https://cdn.sofifa.com/players/181/733/21_60.png
233445;J. Moe;Jeppe Arctander Moe;24;Norway;65;69;Stabæk Fotball;625000;1000;LB;https://cdn.sofifa.com/players/233/445/21_60.png
229349;J. Thorniley;Jordan Thorniley;23;England;65;72;Blackpool;675000;2000;CAM;https://cdn.sofifa.com/players/229/349/21_60.png
253156;A. Gonçalves Pereira;Alexis Gonçalves Pereira;23;France;65;73;La Berrichonne de Châteauroux;800000;2000;CB;https://cdn.sofifa.com/players/253/156/21_60.png
173796;De Lucas;Pablo de Lucas Torres;33;Spain;65;65;FC Voluntari;325000;2000;CAM;https://cdn.sofifa.com/players/173/796/21_60.png
235236;I. Jebali;Issam Jebali;28;Tunisia;65;65;Odense Boldklub;550000;4000;CB;https://cdn.sofifa.com/players/235/236/21_60.png
203236;Juninho;Evanildo Borges Junior;30;Brazil;65;65;Club Blooming;425000;500;RM;https://cdn.sofifa.com/players/203/236/21_60.png
199908;F. Brown Forbes;Felicio Brown Forbes;28;Costa Rica;65;65;Wisła Kraków;550000;2000;RB;https://cdn.sofifa.com/players/199/908/21_60.png
243683;S. Acka;Stephane Acka;29;Ivory Coast;65;65;Universitatea Craiova;450000;3000;LB;https://cdn.sofifa.com/players/243/683/21_60.png
211096;M. Fraser;Marcus Fraser;26;Scotland;65;67;St. Mirren;575000;2000;CB;https://cdn.sofifa.com/players/211/096/21_60.png
242840;A. Šušnjar;Aleksandar Šušnjar;24;Australia;65;72;Macarthur FC;675000;750;LWB;https://cdn.sofifa.com/players/242/840/21_60.png
243608;R. Giles;Ryan Giles;20;England;65;79;Coventry City;1100000;7000;RM;https://cdn.sofifa.com/players/243/608/21_60.png
254849;Y. Badji;Youssouph Badji;18;Senegal;65;82;Club Brugge KV;1100000;3000;RM;https://cdn.sofifa.com/players/254/849/21_60.png
241281;S. Sadzoute;Scotty Sadzoute;22;France;65;76;Pau FC;850000;1000;LB;https://cdn.sofifa.com/players/241/281/21_60.png
238977;C. Beck;Christian Beck;32;Germany;65;65;1. FC Magdeburg;425000;2000;CB;https://cdn.sofifa.com/players/238/977/21_60.png
213889;R. Haynes;Ryan Haynes;24;England;65;68;Newport County;600000;3000;ST;https://cdn.sofifa.com/players/213/889/21_60.png
213377;H. Al Hazaa;Hazaa Al Hazaa;28;Saudi Arabia;65;65;Ettifaq FC;550000;8000;LB;https://cdn.sofifa.com/players/213/377/21_60.png
203137;R. Jansson;Robin Jansson;28;Sweden;65;67;Orlando City SC;550000;2000;CDM;https://cdn.sofifa.com/players/203/137/21_60.png
253568;L. Campana;Leonardo Campana;20;Ecuador;65;75;Famalicão;875000;3000;CB;https://cdn.sofifa.com/players/253/568/21_60.png
220544;J. Arrascaita;Jaime Arrascaita;26;Bolivia;65;65;Jorge Wilstermann;575000;500;CB;https://cdn.sofifa.com/players/220/544/21_60.png
213376;J. Hanson;Jamie Hanson;24;England;65;69;Oxford United;625000;2000;LWB;https://cdn.sofifa.com/players/213/376/21_60.png
210304;H. Zuck;Hendrick Zuck;29;Germany;65;65;1. FC Kaiserslautern;525000;2000;GK;https://cdn.sofifa.com/players/210/304/21_60.png
171391;E. Palos;Enrique Palos;34;Mexico;65;65;FC Juárez;240000;3000;CDM;https://cdn.sofifa.com/players/171/391/21_60.png
235647;H. Sarpei;Hans Nunoo Sarpei;21;Ghana;65;74;SpVgg Greuther Fürth;775000;2000;CB;https://cdn.sofifa.com/players/235/647/21_60.png
231039;P. Dorn;Pius Dorn;23;Germany;65;70;FC Vaduz;650000;2000;CB;https://cdn.sofifa.com/players/231/039/21_60.png
247678;J. Araujo;Julian Araujo;18;United States;65;80;LA Galaxy;1000000;600;CDM;https://cdn.sofifa.com/players/247/678/21_60.png
225406;J. Talbot;James Talbot;23;Republic of Ireland;65;75;Bohemian FC;675000;600;CDM;https://cdn.sofifa.com/players/225/406/21_60.png
223102;F. Costa;Franco Costa;28;Argentina;65;65;Nacional Asunción;550000;500;CDM;https://cdn.sofifa.com/players/223/102/21_60.png
215422;F. Holthaus;Fabian Holthaus;25;Germany;65;69;Viktoria Köln;625000;1000;CB;https://cdn.sofifa.com/players/215/422/21_60.png
203902;A. Luna;Adrián Luna;28;Uruguay;65;65;Melbourne City FC;550000;4000;RB;https://cdn.sofifa.com/players/203/902/21_60.png
254333;A. Hasić;Ajdin Hasić;18;Bosnia Herzegovina;65;81;Beşiktaş JK;1100000;5000;RM;https://cdn.sofifa.com/players/254/333/21_60.png
253053;M. Kikonda;Mario-Jason Kikonda;24;France;65;73;Paris FC;725000;2000;CAM;https://cdn.sofifa.com/players/253/053/21_60.png
243581;S. Guri;Sindrit Guri;26;Albania;65;67;KV Oostende;675000;4000;CAM;https://cdn.sofifa.com/players/243/581/21_60.png
255100;J. Aguilar;Jorge Luis Aguilar;27;Paraguay;65;68;Club Tijuana;575000;5000;LWB;https://cdn.sofifa.com/players/255/100/21_60.png
244097;T. Bonga;Tarsis Bonga;23;Germany;65;73;VfL Bochum 1848;800000;4000;ST;https://cdn.sofifa.com/players/244/097/21_60.png
255105;I. Shkurin;Ilya Shkurin;20;Belarus;65;74;PFC CSKA Moscow;850000;8000;CM;https://cdn.sofifa.com/players/255/105/21_60.png
195480;C. McLaughlin;Conor McLaughlin;28;Northern Ireland;65;65;Sunderland;475000;4000;CDM;https://cdn.sofifa.com/players/195/480/21_60.png
213634;M. Bonne;Macauley Bonne;24;Zimbabwe;65;71;Queens Park Rangers;750000;3000;ST;https://cdn.sofifa.com/players/213/634/21_60.png
238446;Tachi;Alberto Rodríguez Baró;22;Spain;65;76;Deportivo Alavés;850000;5000;GK;https://cdn.sofifa.com/players/238/446/21_60.png
163694;O. Arellano;Omar Arellano;33;Mexico;65;65;Querétaro;325000;3000;CB;https://cdn.sofifa.com/players/163/694/21_60.png
230509;Danilo Sacrio;Danilo Manuel Sacrio Dano;28;Brazil;65;65;Fortaleza;550000;4000;CDM;https://cdn.sofifa.com/players/230/509/21_60.png
204397;N. Bakker;Nick Bakker;27;Netherlands;65;66;FC Emmen;550000;2000;ST;https://cdn.sofifa.com/players/204/397/21_60.png
253548;S. Galindo;Sebastián Galindo;19;Bolivia;65;81;Jorge Wilstermann;1200000;500;CAM;https://cdn.sofifa.com/players/253/548/21_60.png
253036;N. Mbuku;Nathanaël Mbuku;18;France;65;81;Stade de Reims;1100000;2000;ST;https://cdn.sofifa.com/players/253/036/21_60.png
226924;R. Kerschbaum;Roman Kerschbaum;26;Austria;65;68;FC Admira Wacker Mödling;650000;3000;CAM;https://cdn.sofifa.com/players/226/924/21_60.png
224108;V. Solomon-Otabor;Viv Solomon-Otabor;24;Nigeria;65;70;Wigan Athletic;725000;2000;ST;https://cdn.sofifa.com/players/224/108/21_60.png
201068;T. Kern;Timo Kern;30;Germany;65;65;Bayern München II;500000;2000;CAM;https://cdn.sofifa.com/players/201/068/21_60.png
200812;M. Ehmer;Max Ehmer;28;Germany;65;67;Bristol Rovers;550000;3000;ST;https://cdn.sofifa.com/players/200/812/21_60.png
177515;V. Rama;Valdet Rama;32;Albania;65;65;SV Meppen;425000;950;GK;https://cdn.sofifa.com/players/177/515/21_60.png
212075;A. Nabbout;Andrew Nabbout;27;Australia;65;65;Melbourne City FC;575000;3000;CB;https://cdn.sofifa.com/players/212/075/21_60.png
205163;E. Huws;Emyr Huws;26;Wales;65;66;Ipswich Town;625000;4000;RW;https://cdn.sofifa.com/players/205/163/21_60.png
251754;S. Kersten;Sam Kersten;22;Netherlands;65;71;PEC Zwolle;675000;2000;LM;https://cdn.sofifa.com/players/251/754/21_60.png
251498;J. Rojas;Javier Rojas;24;Bolivia;65;71;Club Bolívar;550000;500;CDM;https://cdn.sofifa.com/players/251/498/21_60.png
223082;W. Norris;Will Norris;26;England;65;67;Burnley;475000;9000;GK;https://cdn.sofifa.com/players/223/082/21_60.png
214634;J. Hessenthaler;Jake Hessenthaler;26;England;65;67;Crawley Town;600000;3000;RM;https://cdn.sofifa.com/players/214/634/21_60.png
197226;S. Bertram;Sören Bertram;29;Germany;65;65;1. FC Magdeburg;550000;2000;RB;https://cdn.sofifa.com/players/197/226/21_60.png
245097;F. Becker;Finn Ole Becker;20;Germany;65;79;FC St. Pauli;1200000;4000;LM;https://cdn.sofifa.com/players/245/097/21_60.png
239977;N. Kühn;Nicolas Kühn;20;Germany;65;78;Bayern München II;1000000;2000;CB;https://cdn.sofifa.com/players/239/977/21_60.png
241538;S. Pinas;Shaquille Pinas;22;Netherlands;65;73;ADO Den Haag;725000;2000;ST;https://cdn.sofifa.com/players/241/538/21_60.png
183420;Cordero;Miguel Ángel Cordero Sánchez;32;Spain;65;65;FC Cartagena;400000;2000;CB;https://cdn.sofifa.com/players/183/420/21_60.png
248188;Song Min Kyu;Min Kyu Song;20;Korea Republic;65;80;Pohang Steelers;1200000;2000;LW;https://cdn.sofifa.com/players/248/188/21_60.png
244348;E. Gutiérrez;Edson Gutiérrez;24;Mexico;65;72;Monterrey;675000;8000;ST;https://cdn.sofifa.com/players/244/348/21_60.png
219260;F. Dornebusch;Felix Dornebusch;25;Germany;65;69;Eintracht Braunschweig;525000;3000;CM;https://cdn.sofifa.com/players/219/260/21_60.png
257398;A. Albanese;Alessandro Albanese;20;Belgium;65;76;Waasland-Beveren;925000;2000;CB;https://cdn.sofifa.com/players/257/398/21_60.png
247414;Maguinho;Magno José da Silva;28;Brazil;65;65;Yokohama FC;475000;1000;GK;https://cdn.sofifa.com/players/247/414/21_60.png
243574;Z. Brault-Guillard;Zachary Brault-Guillard;21;Canada;65;76;Montreal Impact;850000;2000;RB;https://cdn.sofifa.com/players/243/574/21_60.png
240502;O. Özdemir;Özer Özdemir;22;Turkey;65;72;Denizlispor;675000;5000;CB;https://cdn.sofifa.com/players/240/502/21_60.png
169590;D. Gibson;Darron Gibson;32;Republic of Ireland;65;65;Salford City;350000;5000;ST;https://cdn.sofifa.com/players/169/590/21_60.png
145014;Juande;Juan de Dios Prados López;33;Spain;65;65;Perth Glory;325000;2000;CB;https://cdn.sofifa.com/players/145/014/21_60.png
240027;A. Vrenezi;Albion Vrenezi;26;Kosovo;65;65;SSV Jahn Regensburg;575000;4000;RWB;https://cdn.sofifa.com/players/240/027/21_60.png
239259;R. Bushiri;Rocky Bushiri;20;Belgium;65;76;KV Mechelen;850000;3000;RM;https://cdn.sofifa.com/players/239/259/21_60.png
238235;H. Vetlesen;Hugo Vetlesen;20;Norway;65;78;FK Bodø/Glimt;1000000;1000;CM;https://cdn.sofifa.com/players/238/235/21_60.png
234651;D. Stec;David Stec;26;Austria;65;68;Pogoń Szczecin;600000;2000;CM;https://cdn.sofifa.com/players/234/651/21_60.png
198299;Campos;Alvaro Campos Estelles;33;Spain;65;65;C.D. Castellón;300000;2000;RW;https://cdn.sofifa.com/players/198/299/21_60.png
241562;N. Díaz;Nicolás Díaz;21;Chile;65;76;Mazatlán FC;850000;2000;CB;https://cdn.sofifa.com/players/241/562/21_60.png
169370;Óscar Rubio;Óscar Rubio Fauria;36;Spain;65;65;CE Sabadell FC;100000;2000;ST;https://cdn.sofifa.com/players/169/370/21_60.png
227738;L. Klemenz;Lukas Klemenz;24;Poland;65;69;Wisła Kraków;625000;1000;CB;https://cdn.sofifa.com/players/227/738/21_60.png
226714;J. Hylton;Jermaine Hylton;27;England;65;65;Ross County FC;575000;2000;CB;https://cdn.sofifa.com/players/226/714/21_60.png
200346;M. Żyro;Michał Żyro;27;Poland;65;65;Piast Gliwice;575000;3000;RM;https://cdn.sofifa.com/players/200/346/21_60.png
253593;V. Balta;Víctor Balta;34;Peru;65;65;Sport Huancayo;200000;500;ST;https://cdn.sofifa.com/players/253/593/21_60.png
246937;Um Won Sang;Won Sang Um;21;Korea Republic;65;75;GwangJu FC;875000;1000;CAM;https://cdn.sofifa.com/players/246/937/21_60.png
212377;M. Osuna;Mario Osuna;31;Mexico;65;65;Mazatlán FC;475000;4000;GK;https://cdn.sofifa.com/players/212/377/21_60.png
205465;M. Pušić;Martin Pušić;32;Austria;65;65;TSV 1860 München;425000;900;CDM;https://cdn.sofifa.com/players/205/465/21_60.png
199321;T. Holý;Tomáš Holý;28;Czech Republic;65;67;Ipswich Town;475000;3000;CDM;https://cdn.sofifa.com/players/199/321/21_60.png
222583;T. James;Tom James;24;Wales;65;71;Wigan Athletic;650000;1000;CB;https://cdn.sofifa.com/players/222/583/21_60.png
226679;A. Hunter;Ashley Hunter;24;England;65;68;Salford City;675000;5000;RM;https://cdn.sofifa.com/players/226/679/21_60.png
